year,month,day_of_week,hour_of_day,province,district,road_type,road_condition,weather_condition,lighting_condition,vehicle_type,vehicles_involved,accident_cause,is_rush_hour,is_weekend,is_night,is_foggy_month,num_injured,num_killed,severity
2022,8,Friday,16,Punjab,Sheikhupura,Provincial Highway,Poor,Foggy,Daylight,Motorcycle,2,Driver Fatigue,0,0,0,0,3,2,High
2019,7,Thursday,8,Islamabad,Islamabad,Urban Road,Poor,Clear,Daylight,Car/Taxi,1,Signal Violation,1,0,0,0,2,0,Low
2019,12,Saturday,20,Balochistan,Quetta,Urban Road,Poor,Rainy,No Light,Car/Taxi,2,Wrong Overtaking,1,1,0,1,2,2,Medium
2022,9,Sunday,9,Punjab,Multan,National Highway,Good,Extreme Heat,Daylight,Car/Taxi,2,Drunk Driving,1,1,0,0,4,0,Medium
2022,6,Monday,14,Sindh,Larkana,Provincial Highway,Good,Foggy,Daylight,Motorcycle,1,Over Speeding,0,0,0,0,9,0,High
2022,8,Tuesday,8,KPK,Peshawar,National Highway,Average,Foggy,Daylight,Motorcycle,2,Wrong Overtaking,1,0,0,0,3,3,High
2022,2,Thursday,13,Sindh,Nawabshah,Provincial Highway,Good,Clear,Daylight,Motorcycle,2,Signal Violation,1,0,0,1,4,0,Medium
2022,11,Saturday,8,Sindh,Hyderabad,Rural Road,Good,Clear,Daylight,Motorcycle,2,Road Condition,1,1,0,1,2,0,Low
2023,12,Friday,17,Punjab,Sialkot,National Highway,Good,Clear,Daylight,Car/Taxi,2,Wrong Overtaking,1,0,0,1,4,0,Medium
2020,7,Sunday,23,Punjab,Lahore,Provincial Highway,Average,Clear,No Light,Motorcycle,2,Over Speeding,0,1,1,0,11,2,High
2021,10,Tuesday,7,Balochistan,Dera Bugti,National Highway,Average,Clear,Daylight,Rickshaw,2,Signal Violation,1,0,0,0,1,1,Medium
2023,8,Saturday,14,Balochistan,Hub,Rural Road,Good,Clear,Street Light,Bus/Coach,3,Mechanical Failure,0,1,0,0,0,0,Low
2023,8,Sunday,18,Sindh,Nawabshah,Rural Road,Good,Clear,Daylight,Rickshaw,1,Wrong Overtaking,1,1,0,0,2,0,Low
2023,1,Tuesday,22,Punjab,Rahim Yar Khan,Provincial Highway,Average,Clear,Street Light,Bus/Coach,2,Over Speeding,0,0,1,1,6,0,High
2020,7,Monday,6,Punjab,Faisalabad,Provincial Highway,Good,Foggy,Daylight,Motorcycle,1,Pedestrian Error,0,0,0,0,3,3,High
2021,12,Saturday,18,KPK,Peshawar,Urban Road,Average,Clear,Dawn/Dusk,Motorcycle,2,Road Condition,1,1,0,1,1,0,Low
2018,6,Saturday,7,Balochistan,Loralai,Motorway,Average,Rainy,Daylight,Motorcycle,2,Over Speeding,1,1,0,0,8,1,High
2022,12,Tuesday,17,Balochistan,Quetta,Motorway,Good,Foggy,Daylight,Bus/Coach,2,Over Speeding,1,0,0,1,3,0,High
2021,11,Monday,21,KPK,Nowshera,Provincial Highway,Good,Dusty/Smoggy,Street Light,Truck/Lorry,2,Road Condition,0,0,0,1,2,0,Low
2022,6,Sunday,14,Sindh,Karachi,Rural Road,Average,Clear,Daylight,Motorcycle,2,Signal Violation,0,1,0,0,1,0,Medium
2022,7,Friday,18,Punjab,Sheikhupura,Provincial Highway,Poor,Clear,Daylight,Bicycle,2,Over Speeding,1,0,0,0,3,3,High
2019,4,Saturday,9,Punjab,Gujranwala,Provincial Highway,Poor,Foggy,Daylight,Rickshaw,3,Signal Violation,1,1,0,0,1,1,Medium
2020,11,Sunday,18,Balochistan,Zhob,National Highway,Good,Rainy,No Light,Bicycle,2,Over Speeding,1,1,0,1,7,2,High
2021,3,Friday,10,Sindh,Jacobabad,Rural Road,Good,Clear,Daylight,Motorcycle,2,Mechanical Failure,0,0,0,0,0,1,Low
2023,7,Friday,10,Punjab,Lahore,Urban Road,Good,Clear,Street Light,Bus/Coach,2,Over Speeding,0,0,0,0,1,0,Low
2018,1,Thursday,11,Punjab,Bahawalpur,Rural Road,Under Repair,Foggy,Street Light,Rickshaw,1,Drunk Driving,0,0,0,1,3,1,Medium
2020,7,Tuesday,19,KPK,Mansehra,Urban Road,Average,Rainy,Dawn/Dusk,Bicycle,2,Wrong Overtaking,1,0,0,0,5,0,Medium
2022,6,Thursday,18,Punjab,Faisalabad,National Highway,Good,Rainy,Daylight,Motorcycle,1,Over Speeding,1,0,0,0,7,1,High
2023,12,Wednesday,16,Punjab,Lahore,Provincial Highway,Good,Foggy,Street Light,Bus/Coach,3,Signal Violation,0,0,0,1,4,0,Medium
2020,11,Saturday,8,Sindh,Karachi,Provincial Highway,Average,Rainy,Dawn/Dusk,Car/Taxi,1,Over Speeding,1,1,0,1,5,1,Medium
2022,12,Sunday,6,KPK,Swat,Provincial Highway,Good,Rainy,No Light,Car/Taxi,2,Mechanical Failure,0,1,0,1,3,0,Medium
2022,1,Sunday,9,Sindh,Sukkur,National Highway,Average,Clear,Daylight,Motorcycle,2,Pedestrian Error,1,1,0,1,5,1,Medium
2021,1,Friday,8,Punjab,Sialkot,Provincial Highway,Under Repair,Clear,Daylight,Car/Taxi,2,Mechanical Failure,1,0,0,1,1,0,Low
2020,5,Tuesday,17,KPK,Dera Ismail Khan,National Highway,Average,Foggy,Daylight,Car/Taxi,2,Pedestrian Error,1,0,0,0,1,0,Low
2022,10,Friday,9,Punjab,Bahawalpur,National Highway,Good,Clear,Daylight,Motorcycle,2,Mechanical Failure,1,0,0,0,3,2,Medium
2023,4,Friday,12,Punjab,Lahore,Rural Road,Average,Rainy,Dawn/Dusk,Motorcycle,1,Mechanical Failure,1,0,0,0,0,0,Low
2020,8,Friday,10,KPK,Nowshera,Provincial Highway,Average,Clear,Daylight,Motorcycle,1,Over Speeding,0,0,0,0,11,1,High
2021,10,Saturday,22,Sindh,Thatta,Provincial Highway,Good,Clear,No Light,Van/Pickup,2,Over Speeding,0,1,1,0,5,1,Medium
2022,5,Friday,19,Balochistan,Hub,Provincial Highway,Poor,Extreme Heat,Street Light,Motorcycle,3,Wrong Overtaking,1,0,0,0,4,0,Medium
2021,5,Sunday,11,Sindh,Thatta,Urban Road,Average,Foggy,Dawn/Dusk,Motorcycle,2,Over Speeding,0,1,0,0,2,0,High
2018,8,Monday,7,Sindh,Karachi,National Highway,Good,Rainy,Daylight,Bicycle,3,Wrong Overtaking,1,0,0,0,3,3,High
2023,1,Sunday,21,Punjab,Faisalabad,Rural Road,Good,Foggy,Street Light,Motorcycle,1,Over Speeding,0,1,0,1,3,0,Medium
2022,11,Monday,11,Punjab,Multan,Urban Road,Average,Clear,Daylight,Bus/Coach,2,Mechanical Failure,0,0,0,1,1,0,Low
2023,9,Sunday,17,Punjab,Lahore,Provincial Highway,Poor,Clear,Street Light,Motorcycle,3,Driver Fatigue,1,1,0,0,4,1,Medium
2019,6,Thursday,20,Punjab,Gujranwala,Rural Road,Good,Clear,No Light,Motorcycle,1,Pedestrian Error,1,0,0,0,1,0,Low
2022,5,Friday,22,AJK,Mirpur,Provincial Highway,Good,Clear,Street Light,Bus/Coach,2,Over Speeding,0,0,1,0,2,0,High
2023,8,Saturday,12,Punjab,Rawalpindi,National Highway,Average,Clear,Street Light,Motorcycle,2,Road Condition,1,1,0,0,4,0,Medium
2018,1,Tuesday,17,Balochistan,Turbat,Rural Road,Good,Rainy,Daylight,Bus/Coach,2,Over Speeding,1,0,0,1,1,0,Medium
2018,11,Wednesday,23,Sindh,Jacobabad,Provincial Highway,Good,Clear,Street Light,Car/Taxi,1,Wrong Overtaking,0,0,1,1,0,0,Low
2021,11,Wednesday,21,KPK,Mardan,Urban Road,Poor,Foggy,Street Light,Bus/Coach,3,Road Condition,0,0,0,1,0,0,Low
2023,12,Thursday,1,Sindh,Dadu,Rural Road,Good,Rainy,No Light,Motorcycle,3,Wrong Overtaking,0,0,1,1,11,1,High
2023,11,Wednesday,13,Sindh,Nawabshah,National Highway,Average,Clear,Daylight,Rickshaw,2,Road Condition,1,0,0,1,0,0,Low
2018,11,Friday,18,Sindh,Thatta,National Highway,Average,Dusty/Smoggy,Daylight,Car/Taxi,2,Pedestrian Error,1,0,0,1,2,0,Medium
2023,6,Friday,21,Punjab,Rawalpindi,Rural Road,Good,Clear,No Light,Bus/Coach,4,Over Speeding,0,0,0,0,4,1,Medium
2023,5,Friday,4,KPK,Kohat,Provincial Highway,Good,Clear,No Light,Motorcycle,2,Over Speeding,0,0,1,0,8,0,High
2019,10,Friday,6,Punjab,Rawalpindi,Urban Road,Average,Clear,No Light,Car/Taxi,1,Over Speeding,0,0,0,0,2,0,Medium
2022,8,Saturday,22,Punjab,Sheikhupura,National Highway,Average,Foggy,No Light,Car/Taxi,2,Wrong Overtaking,0,1,1,0,3,1,Medium
2019,1,Monday,17,Sindh,Karachi,Urban Road,Average,Foggy,Daylight,Motorcycle,1,Over Speeding,1,0,0,1,4,0,High
2023,11,Wednesday,10,Punjab,Bahawalpur,Urban Road,Average,Clear,Dawn/Dusk,Rickshaw,2,Weather Condition,0,0,0,1,2,0,Low
2021,9,Saturday,8,Islamabad,Islamabad,Provincial Highway,Under Repair,Extreme Heat,Daylight,Car/Taxi,1,Pedestrian Error,1,1,0,0,0,0,Low
2023,3,Sunday,18,Islamabad,Islamabad,Rural Road,Poor,Foggy,Daylight,Car/Taxi,1,Over Speeding,1,1,0,0,1,2,Medium
2022,6,Saturday,7,Balochistan,Zhob,Provincial Highway,Poor,Clear,Street Light,Motorcycle,1,Over Speeding,1,1,0,0,11,3,High
2019,10,Sunday,9,Punjab,Sargodha,Provincial Highway,Average,Dusty/Smoggy,Daylight,Rickshaw,2,Signal Violation,1,1,0,0,1,0,Low
2023,2,Monday,20,Punjab,Faisalabad,National Highway,Average,Clear,Street Light,Rickshaw,3,Wrong Overtaking,1,0,0,1,4,0,Medium
2021,4,Saturday,18,Islamabad,Islamabad,National Highway,Average,Clear,Dawn/Dusk,Car/Taxi,2,Over Speeding,1,1,0,0,4,0,Medium
2018,4,Thursday,18,Sindh,Jacobabad,National Highway,Poor,Clear,Daylight,Motorcycle,1,Pedestrian Error,1,0,0,0,2,0,High
2022,6,Thursday,10,Islamabad,Islamabad,Provincial Highway,Average,Clear,Dawn/Dusk,Motorcycle,2,Over Speeding,0,0,0,0,2,2,High
2020,5,Saturday,13,Islamabad,Islamabad,Provincial Highway,Average,Rainy,Daylight,Car/Taxi,1,Pedestrian Error,1,1,0,0,2,0,Low
2018,8,Friday,8,Balochistan,Quetta,Motorway,Average,Clear,Daylight,Car/Taxi,4,Signal Violation,1,0,0,0,2,1,Medium
2023,12,Tuesday,15,Punjab,Sargodha,Provincial Highway,Poor,Foggy,Daylight,Motorcycle,1,Road Condition,0,0,0,1,3,1,Medium
2020,6,Sunday,22,Punjab,Bahawalpur,Provincial Highway,Good,Rainy,No Light,Motorcycle,2,Pedestrian Error,0,1,1,0,5,0,Medium
2022,10,Thursday,20,Balochistan,Turbat,Urban Road,Good,Clear,Street Light,Motorcycle,2,Driver Fatigue,1,0,0,0,3,1,Medium
2022,6,Tuesday,10,Punjab,Rahim Yar Khan,Urban Road,Poor,Rainy,Daylight,Motorcycle,2,Road Condition,0,0,0,0,3,0,Medium
2023,3,Tuesday,17,Punjab,Faisalabad,Motorway,Average,Clear,Daylight,Car/Taxi,1,Over Speeding,1,0,0,0,5,1,Medium
2018,3,Tuesday,16,Sindh,Sukkur,Motorway,Good,Dusty/Smoggy,No Light,Rickshaw,4,Wrong Overtaking,0,0,0,0,5,1,Medium
2023,3,Monday,14,Islamabad,Islamabad,Rural Road,Average,Clear,Street Light,Motorcycle,1,Over Speeding,0,0,0,0,2,1,Medium
2020,9,Saturday,17,KPK,Dera Ismail Khan,National Highway,Good,Rainy,Daylight,Bus/Coach,1,Wrong Overtaking,1,1,0,0,3,1,High
2022,7,Saturday,10,Sindh,Larkana,National Highway,Good,Foggy,Dawn/Dusk,Motorcycle,2,Mechanical Failure,0,1,0,0,3,0,High
2020,1,Friday,13,Punjab,Bahawalpur,Provincial Highway,Average,Clear,Dawn/Dusk,Motorcycle,4,Road Condition,1,0,0,1,4,0,Medium
2023,11,Tuesday,21,Sindh,Sukkur,Rural Road,Good,Clear,No Light,Car/Taxi,4,Road Condition,0,0,0,1,2,0,Low
2021,6,Thursday,8,Gilgit-Baltistan,Gilgit,Urban Road,Good,Clear,Daylight,Motorcycle,4,Over Speeding,1,0,0,0,3,0,Medium
2023,3,Saturday,17,Punjab,Sialkot,Urban Road,Poor,Extreme Heat,Daylight,Truck/Lorry,2,Driver Fatigue,1,1,0,0,5,1,Medium
2019,9,Friday,20,Sindh,Kashmore,National Highway,Average,Clear,No Light,Bus/Coach,2,Pedestrian Error,1,0,0,0,5,0,Medium
2023,6,Sunday,11,Balochistan,Chaman,Motorway,Average,Foggy,Street Light,Rickshaw,3,Pedestrian Error,0,1,0,0,1,0,Medium
2021,8,Saturday,13,KPK,Dera Ismail Khan,Rural Road,Average,Clear,Street Light,Motorcycle,3,Wrong Overtaking,1,1,0,0,2,0,Low
2019,11,Saturday,17,KPK,Mardan,Rural Road,Poor,Clear,Street Light,Motorcycle,1,Over Speeding,1,1,0,1,4,0,Medium
2021,5,Thursday,13,KPK,Swat,Provincial Highway,Average,Rainy,Daylight,Bus/Coach,2,Road Condition,1,0,0,0,2,0,Medium
2019,11,Wednesday,18,Punjab,Lahore,Provincial Highway,Good,Foggy,Street Light,Car/Taxi,2,Wrong Overtaking,1,0,0,1,1,1,Medium
2021,4,Saturday,17,Punjab,Bahawalpur,Urban Road,Average,Dusty/Smoggy,Daylight,Car/Taxi,2,Signal Violation,1,1,0,0,2,1,Low
2018,9,Monday,14,KPK,Peshawar,Urban Road,Good,Clear,Daylight,Motorcycle,2,Over Speeding,0,0,0,0,8,1,High
2023,11,Monday,15,KPK,Bannu,Rural Road,Good,Foggy,Dawn/Dusk,Van/Pickup,1,Over Speeding,0,0,0,1,5,0,Medium
2020,10,Wednesday,12,Balochistan,Zhob,Urban Road,Good,Rainy,Daylight,Bicycle,2,Pedestrian Error,1,0,0,0,0,0,Low
2018,5,Friday,17,Balochistan,Khuzdar,Rural Road,Average,Foggy,Dawn/Dusk,Rickshaw,2,Signal Violation,1,0,0,0,1,1,Low
2022,12,Friday,11,Sindh,Thatta,Provincial Highway,Good,Foggy,Daylight,Rickshaw,2,Wrong Overtaking,0,0,0,1,5,1,Medium
2022,6,Monday,12,Sindh,Hyderabad,National Highway,Under Repair,Clear,Daylight,Motorcycle,3,Signal Violation,1,0,0,0,5,1,High
2022,4,Tuesday,7,KPK,Abbottabad,Provincial Highway,Poor,Dusty/Smoggy,Daylight,Motorcycle,4,Over Speeding,1,0,0,0,3,0,High
2018,4,Wednesday,18,Sindh,Jacobabad,National Highway,Average,Clear,Daylight,Motorcycle,1,Wrong Overtaking,1,0,0,0,6,0,High
2022,8,Friday,9,KPK,Peshawar,Rural Road,Good,Rainy,Daylight,Motorcycle,2,Wrong Overtaking,1,0,0,0,3,2,Medium
2023,12,Tuesday,20,KPK,Bannu,Rural Road,Average,Clear,No Light,Motorcycle,1,Drunk Driving,1,0,0,1,3,1,Medium
2021,7,Saturday,21,Balochistan,Dera Bugti,Rural Road,Good,Rainy,No Light,Truck/Lorry,3,Driver Fatigue,0,1,0,0,3,1,Medium
2023,5,Sunday,17,Punjab,Sheikhupura,Provincial Highway,Poor,Clear,Daylight,Motorcycle,3,Pedestrian Error,1,1,0,0,3,1,Medium
2020,2,Saturday,9,Punjab,Rawalpindi,Rural Road,Good,Clear,Daylight,Motorcycle,2,Wrong Overtaking,1,1,0,1,5,0,Medium
2022,5,Friday,15,Punjab,Multan,Provincial Highway,Good,Clear,Daylight,Rickshaw,3,Pedestrian Error,0,0,0,0,0,0,Low
2023,3,Saturday,1,Sindh,Hyderabad,Urban Road,Poor,Clear,Street Light,Motorcycle,2,Drunk Driving,0,1,1,0,8,4,High
2019,4,Saturday,17,Punjab,Rahim Yar Khan,National Highway,Average,Foggy,No Light,Truck/Lorry,2,Over Speeding,1,1,0,0,5,1,High
2022,2,Monday,9,Sindh,Karachi,National Highway,Poor,Clear,Daylight,Motorcycle,1,Signal Violation,1,0,0,1,3,1,Medium
2022,3,Thursday,18,Sindh,Thatta,Urban Road,Average,Rainy,Daylight,Van/Pickup,1,Over Speeding,1,0,0,0,5,1,Medium
2019,9,Saturday,8,Punjab,Sheikhupura,Urban Road,Poor,Rainy,Daylight,Rickshaw,1,Mechanical Failure,1,1,0,0,1,0,Low
2023,12,Tuesday,8,Sindh,Dadu,Rural Road,Good,Clear,Daylight,Car/Taxi,2,Wrong Overtaking,1,0,0,1,2,0,Low
2023,10,Wednesday,13,Punjab,Rahim Yar Khan,Rural Road,Good,Foggy,Street Light,Motorcycle,3,Pedestrian Error,1,0,0,0,4,1,Medium
2019,6,Sunday,11,Punjab,Gujranwala,Rural Road,Good,Rainy,Daylight,Motorcycle,2,Wrong Overtaking,0,1,0,0,1,2,Medium
2020,4,Thursday,2,KPK,Kohat,Urban Road,Average,Clear,Street Light,Car/Taxi,2,Wrong Overtaking,0,0,1,0,3,1,Medium
2021,1,Monday,22,Punjab,Gujranwala,Provincial Highway,Poor,Dusty/Smoggy,No Light,Motorcycle,3,Signal Violation,0,0,1,1,7,2,High
2019,11,Sunday,18,Punjab,Sialkot,Provincial Highway,Good,Clear,Daylight,Rickshaw,2,Pedestrian Error,1,1,0,1,2,0,Low
2023,10,Saturday,12,Sindh,Larkana,Rural Road,Average,Foggy,Daylight,Bicycle,2,Over Speeding,1,1,0,0,2,2,Medium
2021,10,Thursday,13,KPK,Mardan,National Highway,Average,Clear,Daylight,Motorcycle,2,Signal Violation,1,0,0,0,5,1,Medium
2023,6,Saturday,16,Punjab,Faisalabad,Urban Road,Good,Clear,Daylight,Car/Taxi,4,Drunk Driving,0,1,0,0,0,1,Low
2020,11,Sunday,6,Sindh,Nawabshah,Urban Road,Average,Foggy,Daylight,Car/Taxi,2,Wrong Overtaking,0,1,0,1,5,2,Medium
2019,12,Thursday,3,Punjab,Gujranwala,National Highway,Average,Clear,Street Light,Car/Taxi,2,Wrong Overtaking,0,0,1,1,4,0,Medium
2023,11,Monday,13,Punjab,Multan,Provincial Highway,Poor,Rainy,Daylight,Car/Taxi,1,Signal Violation,1,0,0,1,5,0,Medium
2021,5,Friday,14,Sindh,Nawabshah,Rural Road,Poor,Foggy,Daylight,Car/Taxi,1,Over Speeding,0,0,0,0,3,0,Medium
2021,2,Thursday,2,Sindh,Larkana,National Highway,Average,Clear,No Light,Motorcycle,1,Wrong Overtaking,0,0,1,1,3,1,High
2023,1,Wednesday,18,Sindh,Kashmore,Urban Road,Good,Foggy,No Light,Motorcycle,2,Over Speeding,1,0,0,1,6,1,High
2021,4,Friday,14,KPK,Swat,Provincial Highway,Good,Clear,Daylight,Bus/Coach,1,Road Condition,0,0,0,0,5,1,Medium
2022,12,Sunday,20,AJK,Mirpur,National Highway,Good,Clear,No Light,Motorcycle,1,Mechanical Failure,1,1,0,1,4,2,High
2023,6,Saturday,9,Sindh,Larkana,Rural Road,Good,Clear,Daylight,Motorcycle,3,Wrong Overtaking,1,1,0,0,2,0,Low
2019,9,Saturday,5,Punjab,Sheikhupura,Provincial Highway,Good,Extreme Heat,Dawn/Dusk,Motorcycle,1,Over Speeding,0,1,1,0,3,2,High
2023,2,Sunday,21,KPK,Nowshera,Motorway,Poor,Rainy,Street Light,Motorcycle,2,Road Condition,0,1,0,1,4,0,High
2020,2,Friday,5,Punjab,Sialkot,Urban Road,Average,Foggy,Street Light,Rickshaw,3,Signal Violation,0,0,1,1,2,1,Medium
2018,11,Monday,13,Sindh,Sukkur,Provincial Highway,Average,Clear,Dawn/Dusk,Motorcycle,1,Drunk Driving,1,0,0,1,3,1,Medium
2018,10,Sunday,18,Punjab,Multan,National Highway,Good,Rainy,Daylight,Van/Pickup,2,Drunk Driving,1,1,0,0,2,0,Medium
2019,3,Monday,19,Punjab,Faisalabad,Urban Road,Under Repair,Clear,Dawn/Dusk,Rickshaw,2,Driver Fatigue,1,0,0,0,0,0,Low
2022,3,Wednesday,17,Islamabad,Islamabad,Provincial Highway,Average,Clear,Street Light,Truck/Lorry,1,Road Condition,1,0,0,0,2,0,Low
2022,7,Wednesday,12,KPK,Abbottabad,Urban Road,Under Repair,Foggy,Daylight,Motorcycle,3,Wrong Overtaking,1,0,0,0,1,0,Medium
2022,4,Saturday,21,KPK,Peshawar,Urban Road,Good,Dusty/Smoggy,Street Light,Car/Taxi,4,Pedestrian Error,0,1,0,0,0,0,Low
2018,7,Monday,17,Punjab,Sheikhupura,National Highway,Good,Clear,Daylight,Motorcycle,1,Over Speeding,1,0,0,0,2,0,High
2019,8,Tuesday,13,Punjab,Rahim Yar Khan,Urban Road,Good,Clear,Daylight,Rickshaw,1,Over Speeding,1,0,0,0,2,0,Low
2023,8,Friday,13,Punjab,Rawalpindi,Urban Road,Good,Foggy,Daylight,Motorcycle,2,Over Speeding,1,0,0,0,4,2,High
2022,6,Tuesday,14,Punjab,Bahawalpur,Rural Road,Average,Extreme Heat,Daylight,Motorcycle,1,Over Speeding,0,0,0,0,3,0,Medium
2020,12,Tuesday,8,Sindh,Larkana,Rural Road,Average,Foggy,Daylight,Truck/Lorry,1,Pedestrian Error,1,0,0,1,4,0,Medium
2020,7,Monday,19,KPK,Charsadda,Provincial Highway,Average,Clear,Dawn/Dusk,Other,2,Drunk Driving,1,0,0,0,3,0,Medium
2018,4,Tuesday,11,KPK,Nowshera,Rural Road,Average,Dusty/Smoggy,Daylight,Car/Taxi,2,Over Speeding,0,0,0,0,3,0,Medium
2023,1,Monday,12,Punjab,Multan,Provincial Highway,Average,Extreme Heat,Daylight,Motorcycle,1,Pedestrian Error,1,0,0,1,1,0,Low
2023,7,Saturday,10,Islamabad,Islamabad,National Highway,Average,Rainy,Daylight,Truck/Lorry,1,Over Speeding,0,1,0,0,11,2,High
2019,3,Sunday,7,KPK,Nowshera,Rural Road,Poor,Dusty/Smoggy,Street Light,Bus/Coach,1,Driver Fatigue,1,1,0,0,2,0,Medium
2020,12,Saturday,8,Sindh,Thatta,Urban Road,Good,Clear,Daylight,Van/Pickup,2,Over Speeding,1,1,0,1,2,0,Low
2020,5,Sunday,19,Sindh,Kashmore,National Highway,Good,Clear,Dawn/Dusk,Motorcycle,1,Over Speeding,1,1,0,0,5,1,High
2021,9,Friday,11,Punjab,Rawalpindi,Rural Road,Good,Foggy,Daylight,Motorcycle,2,Over Speeding,0,0,0,0,4,1,Medium
2018,3,Friday,10,Punjab,Gujranwala,Provincial Highway,Under Repair,Clear,Daylight,Car/Taxi,4,Over Speeding,0,0,0,0,2,0,Medium
2019,9,Thursday,15,Punjab,Rawalpindi,Urban Road,Good,Clear,Daylight,Bicycle,1,Driver Fatigue,0,0,0,0,5,1,Medium
2021,3,Saturday,8,KPK,Nowshera,Motorway,Poor,Clear,Dawn/Dusk,Motorcycle,4,Signal Violation,1,1,0,0,3,2,High
2023,2,Friday,19,Punjab,Sialkot,Provincial Highway,Poor,Rainy,No Light,Car/Taxi,1,Over Speeding,1,0,0,1,4,2,Medium
2019,11,Friday,6,Punjab,Lahore,Urban Road,Good,Foggy,Daylight,Motorcycle,4,Over Speeding,0,0,0,1,2,0,High
2018,2,Saturday,12,Punjab,Rahim Yar Khan,National Highway,Good,Rainy,Daylight,Motorcycle,1,Wrong Overtaking,1,1,0,1,10,1,High
2020,5,Tuesday,10,Punjab,Gujranwala,Rural Road,Good,Clear,No Light,Motorcycle,1,Wrong Overtaking,0,0,0,0,0,0,Low
2023,7,Thursday,10,Balochistan,Gwadar,Provincial Highway,Poor,Rainy,Daylight,Motorcycle,3,Mechanical Failure,0,0,0,0,3,1,High
2018,6,Tuesday,18,KPK,Mardan,Provincial Highway,Good,Foggy,Dawn/Dusk,Bicycle,2,Driver Fatigue,1,0,0,0,10,1,High
2023,6,Saturday,13,Sindh,Karachi,National Highway,Average,Clear,Daylight,Motorcycle,1,Wrong Overtaking,1,1,0,0,6,2,High
2021,5,Tuesday,10,Punjab,Sargodha,Provincial Highway,Poor,Clear,Dawn/Dusk,Motorcycle,1,Mobile Phone Use,0,0,0,0,1,1,Medium
2022,11,Thursday,22,Sindh,Jacobabad,Rural Road,Good,Dusty/Smoggy,Street Light,Motorcycle,2,Over Speeding,0,0,1,1,2,2,Medium
2023,3,Tuesday,3,Sindh,Nawabshah,Provincial Highway,Average,Rainy,No Light,Truck/Lorry,1,Signal Violation,0,0,1,0,6,0,High
2023,8,Thursday,14,Punjab,Gujranwala,National Highway,Average,Foggy,Daylight,Motorcycle,2,Mechanical Failure,0,0,0,0,5,1,Medium
2020,1,Wednesday,15,Sindh,Dadu,Urban Road,Good,Clear,Street Light,Motorcycle,1,Pedestrian Error,0,0,0,1,5,0,Medium
2023,4,Saturday,18,Punjab,Faisalabad,Provincial Highway,Poor,Foggy,Daylight,Car/Taxi,2,Over Speeding,1,1,0,0,1,0,Medium
2019,8,Monday,16,Sindh,Sukkur,Provincial Highway,Poor,Clear,Street Light,Motorcycle,3,Mechanical Failure,0,0,0,0,1,0,Low
2019,6,Wednesday,14,Sindh,Dadu,National Highway,Good,Rainy,Daylight,Rickshaw,2,Over Speeding,0,0,0,0,5,1,High
2018,5,Saturday,21,Punjab,Faisalabad,Rural Road,Average,Rainy,Street Light,Car/Taxi,3,Road Condition,0,1,0,0,2,0,Low
2022,12,Tuesday,21,Punjab,Rawalpindi,Urban Road,Poor,Clear,Street Light,Car/Taxi,3,Signal Violation,0,0,0,1,2,0,Low
2023,10,Monday,6,Sindh,Nawabshah,Urban Road,Average,Clear,Dawn/Dusk,Van/Pickup,2,Road Condition,0,0,0,0,0,0,Low
2020,4,Friday,9,Sindh,Kashmore,National Highway,Good,Clear,Daylight,Car/Taxi,2,Over Speeding,1,0,0,0,7,1,High
2019,11,Tuesday,12,Balochistan,Loralai,Provincial Highway,Under Repair,Foggy,Daylight,Motorcycle,2,Pedestrian Error,1,0,0,1,7,4,High
2023,1,Monday,6,Sindh,Hyderabad,Urban Road,Good,Extreme Heat,Daylight,Bus/Coach,3,Pedestrian Error,0,0,0,1,1,0,Low
2018,3,Thursday,21,Punjab,Bahawalpur,Rural Road,Average,Clear,No Light,Bus/Coach,2,Over Speeding,0,0,0,0,3,1,Medium
2023,8,Monday,19,Punjab,Sheikhupura,Urban Road,Good,Rainy,Dawn/Dusk,Truck/Lorry,2,Wrong Overtaking,1,0,0,0,4,1,Medium
2023,12,Thursday,1,Sindh,Karachi,Motorway,Average,Clear,No Light,Motorcycle,2,Wrong Overtaking,0,0,1,1,4,1,High
2018,10,Saturday,16,Punjab,Sialkot,Urban Road,Under Repair,Rainy,Daylight,Motorcycle,1,Road Condition,0,1,0,0,1,0,Low
2021,8,Tuesday,17,Sindh,Larkana,National Highway,Good,Rainy,Daylight,Car/Taxi,3,Signal Violation,1,0,0,0,2,1,Medium
2018,4,Saturday,20,Islamabad,Islamabad,National Highway,Poor,Clear,No Light,Car/Taxi,1,Mechanical Failure,1,1,0,0,2,0,Low
2023,3,Wednesday,13,Sindh,Kashmore,Provincial Highway,Average,Foggy,Daylight,Car/Taxi,4,Over Speeding,1,0,0,0,5,2,Medium
2018,7,Thursday,9,Punjab,Rahim Yar Khan,Rural Road,Average,Clear,Daylight,Rickshaw,2,Pedestrian Error,1,0,0,0,2,0,Low
2019,3,Friday,11,Sindh,Mirpur Khas,Provincial Highway,Average,Foggy,Daylight,Car/Taxi,2,Signal Violation,0,0,0,0,3,2,Medium
2022,11,Thursday,11,Sindh,Nawabshah,Rural Road,Good,Clear,Daylight,Bicycle,2,Over Speeding,0,0,0,1,5,1,High
